wrangled_loan_table_unscaled
Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
0,0,0,1,0,4133.0,4133.0,122.0,360.0,1.0,0,1
0,0,0,0,0,3620.0,3620.0,25.0,120.0,1.0,0,1
1,1,0,1,0,2484.0,2484.0,137.0,360.0,1.0,0,1
0,1,0,1,0,1977.0,1977.0,50.0,360.0,1.0,0,1
0,1,0,0,0,4188.0,4188.0,115.0,180.0,1.0,0,1
0,1,0,1,0,1759.0,1759.0,131.0,360.0,1.0,0,1
0,1,2,0,0,4288.0,4288.0,133.0,180.0,1.0,2,1
0,0,0,1,0,4843.0,4843.0,151.0,360.0,1.0,0,1
0,1,1,1,0,3052.0,3052.0,100.0,360.0,1.0,2,1
0,1,2,1,0,11417.0,11417.0,225.0,360.0,1.0,2,1
0,1,2,1,0,3800.0,3800.0,216.0,360.0,0.0,2,0
0,1,3,0,0,2071.0,2071.0,94.0,480.0,1.0,0,1
0,0,0,1,0,5316.0,5316.0,136.0,360.0,1.0,2,1
0,1,1,1,0,14583.0,14583.0,185.0,180.0,1.0,1,1
1,1,0,1,0,3167.0,3167.0,154.0,360.0,1.0,0,1
0,1,0,1,0,5568.0,5568.0,175.0,360.0,1.0,1,0
1,0,0,1,0,10408.0,10408.0,259.0,360.0,1.0,2,1
1,0,0,1,0,4166.0,4166.0,44.0,360.0,1.0,0,1
1,0,0,1,0,2137.0,2137.0,137.0,360.0,0.0,0,1
0,1,2,1,0,2957.0,2957.0,81.0,360.0,1.0,0,1
0,1,0,0,0,4300.0,4300.0,194.0,360.0,1.0,1,1
0,1,1,1,1,10513.0,10513.0,160.0,180.0,0.0,2,0
0,0,0,1,0,2014.0,2014.0,74.0,360.0,1.0,2,1
0,0,0,1,0,2718.0,2718.0,70.0,360.0,1.0,0,1
0,1,0,1,1,3459.0,3459.0,25.0,120.0,1.0,0,1
0,0,0,1,0,4895.0,4895.0,102.0,360.0,1.0,0,1
0,1,3,1,0,4000.0,4000.0,290.0,360.0,1.0,0,0
1,1,0,1,0,4583.0,4583.0,84.0,360.0,1.0,1,0
0,1,2,1,1,3316.0,3316.0,88.0,360.0,1.0,2,1
0,0,0,1,0,14999.0,14999.0,242.0,360.0,0.0,0,0
0,1,2,0,0,4200.0,4200.0,129.0,360.0,1.0,1,0
0,1,2,1,0,5042.0,5042.0,185.0,360.0,1.0,1,0
0,0,0,1,0,5417.0,5417.0,168.0,360.0,1.0,2,1
0,0,0,1,1,6950.0,6950.0,175.0,180.0,1.0,0,1
0,1,0,1,0,2698.0,2698.0,122.0,360.0,1.0,0,1
0,1,2,1,0,11757.0,11757.0,187.0,180.0,1.0,2,1
1,1,0,1,0,2330.0,2330.0,100.0,360.0,1.0,0,1
1,1,2,1,0,14866.0,14866.0,70.0,360.0,1.0,2,1
0,1,1,1,0,1538.0,1538.0,30.0,360.0,1.0,2,1
1,0,0,1,0,10000.0,10000.0,225.0,360.0,1.0,1,0
0,1,0,1,0,4860.0,4860.0,125.0,360.0,1.0,0,1
0,0,0,1,0,6277.0,6277.0,118.0,360.0,0.0,1,0
0,1,0,1,1,2577.0,2577.0,152.0,360.0,1.0,1,1
0,0,0,1,0,9166.0,9166.0,244.0,360.0,1.0,2,0
0,1,2,0,0,2281.0,2281.0,113.0,360.0,1.0,1,0
0,0,0,1,0,3254.0,3254.0,50.0,360.0,1.0,2,1
0,1,3,1,0,22351.262481573700,22351.262481573700,386.00819012222600,180.0,0.0,0,1
0,1,1,1,0,9538.0,9538.0,187.0,360.0,1.0,2,1
0,1,0,1,0,4583.0,4583.0,255.0,360.0,1.0,0,1
0,1,0,0,0,1863.0,1863.0,98.0,360.0,1.0,0,1
0,1,0,1,0,7933.0,7933.0,275.0,360.0,1.0,2,0
0,1,1,1,0,3089.0,3089.0,121.0,360.0,0.0,0,0
0,1,2,1,0,4167.0,4167.0,158.0,360.0,1.0,1,1
0,1,0,1,0,9323.0,9323.0,75.0,180.0,1.0,2,1
1,1,0,1,0,4583.0,4583.0,112.0,360.0,1.0,1,0
0,1,0,1,0,2439.0,2439.0,129.0,360.0,1.0,1,1
0,0,0,1,0,2237.0,2237.0,63.0,480.0,0.0,0,0
0,1,2,1,0,8000.0,8000.0,200.0,360.0,1.0,0,1
0,1,3,0,0,3522.0,3522.0,81.0,180.0,1.0,1,0
0,1,0,1,0,5708.0,5708.0,187.0,360.0,1.0,0,1
0,1,0,0,1,4344.0,4344.0,87.0,360.0,1.0,0,0
0,1,0,1,0,3497.0,3497.0,116.0,360.0,1.0,1,1
0,1,2,1,0,2045.0,2045.0,101.0,360.0,1.0,1,1
0,1,3,1,0,5516.0,5516.0,386.00819012222600,360.0,0.0,0,0
0,1,1,1,0,3750.0,3750.0,116.0,360.0,1.0,0,1
0,0,0,0,0,2333.0,2333.0,102.0,480.0,0.0,2,0
0,1,1,1,0,6400.0,6400.0,180.0,360.0,0.0,2,0
0,1,0,1,0,4600.0,4600.0,73.0,180.0,1.0,0,1
0,1,1,1,0,22351.262481573700,22351.262481573700,260.0,360.0,1.0,0,0
1,1,0,1,0,3625.0,3625.0,108.0,360.0,1.0,0,1
0,1,0,1,1,22351.262481573700,22351.262481573700,120.0,360.0,1.0,0,1
0,1,1,1,1,2178.0,2178.0,66.0,300.0,0.0,1,0
0,1,0,1,0,9328.0,9328.0,188.0,180.0,1.0,1,1
0,0,0,0,0,4885.0,4885.0,48.0,360.0,1.0,1,1
0,0,0,1,0,12000.0,12000.0,164.0,360.0,1.0,0,0
0,1,0,0,0,6033.0,6033.0,160.0,360.0,1.0,2,0
0,0,0,1,0,3858.0,3858.0,76.0,360.0,1.0,0,1
0,0,0,1,0,4191.0,4191.0,120.0,360.0,1.0,1,1
0,1,1,1,0,3125.0,3125.0,170.0,360.0,1.0,0,0
0,0,0,1,0,8333.0,8333.0,187.0,360.0,1.0,1,1
0,0,0,1,1,11000.0,11000.0,83.0,360.0,1.0,2,0
0,1,1,0,0,2600.0,2600.0,90.0,360.0,1.0,0,1
0,0,2,1,0,4923.0,4923.0,166.0,360.0,0.0,0,1
0,1,1,0,0,3500.0,3500.0,135.0,360.0,1.0,2,1
0,1,2,0,0,3917.0,3917.0,124.0,360.0,1.0,0,1
1,0,0,0,0,4408.0,4408.0,120.0,360.0,1.0,0,1
1,0,0,1,0,3244.0,3244.0,80.0,360.0,1.0,2,1
0,0,0,0,0,3975.0,3975.0,55.0,360.0,1.0,1,1
0,0,0,1,0,2479.0,2479.0,59.0,360.0,1.0,2,1
0,0,0,1,0,3418.0,3418.0,127.0,360.0,1.0,0,0
1,0,0,1,0,10000.0,10000.0,214.0,360.0,1.0,0,0
0,1,3,1,0,3430.0,3430.0,128.0,360.0,0.0,0,0
0,1,1,1,1,7787.0,7787.0,240.0,360.0,1.0,2,1
0,1,3,0,1,5703.0,5703.0,130.0,360.0,1.0,1,1
0,1,0,1,0,3173.0,3173.0,137.0,360.0,1.0,2,1
0,1,3,0,0,3850.0,3850.0,100.0,360.0,1.0,0,1
0,1,0,1,0,150.0,150.0,135.0,360.0,1.0,1,0
0,1,0,1,0,3727.0,3727.0,131.0,360.0,1.0,0,1
0,1,0,1,0,2221.0,2221.0,60.0,360.0,0.0,2,0
0,1,2,1,0,4009.0,4009.0,116.0,360.0,1.0,0,1
0,0,0,1,0,2971.0,2971.0,144.0,360.0,1.0,0,1
0,1,0,1,0,6250.0,6250.0,128.0,360.0,1.0,0,1
0,1,0,1,0,3250.0,3250.0,170.0,360.0,1.0,1,0
0,1,2,1,0,6250.0,6250.0,210.0,360.0,1.0,0,1
0,0,0,1,1,6400.0,6400.0,200.0,360.0,1.0,1,1
0,1,1,1,0,2491.0,2491.0,104.0,360.0,1.0,0,1
1,0,0,1,0,8333.0,8333.0,280.0,360.0,1.0,0,1
0,1,1,1,0,3155.0,3155.0,140.0,360.0,1.0,0,1
0,1,1,1,0,5500.0,5500.0,170.0,360.0,1.0,1,1
1,0,1,1,0,3812.0,3812.0,112.0,360.0,1.0,1,1
0,1,1,1,0,3315.0,3315.0,96.0,360.0,1.0,0,1
0,1,2,1,0,5819.0,5819.0,120.0,360.0,1.0,1,1
0,1,1,0,0,2510.0,2510.0,140.0,180.0,1.0,2,0
0,0,0,1,0,2965.0,2965.0,155.0,60.0,1.0,2,1
0,1,2,1,1,6250.0,6250.0,108.0,360.0,1.0,1,1
0,1,0,0,0,3406.0,3406.0,123.0,360.0,1.0,0,1
0,0,0,1,1,6050.0,6050.0,120.0,180.0,1.0,2,0
0,1,2,1,0,9703.0,9703.0,112.0,360.0,1.0,2,1
0,1,1,0,0,6608.0,6608.0,137.0,180.0,1.0,2,1
0,1,1,1,0,2882.0,2882.0,123.0,480.0,1.0,0,1
0,1,0,1,0,1809.0,1809.0,90.0,360.0,1.0,2,1
0,1,0,0,0,1668.0,1668.0,201.0,360.0,0.0,0,0
1,0,2,1,0,3427.0,3427.0,138.0,360.0,1.0,2,0
0,0,0,0,1,2583.0,2583.0,104.0,360.0,1.0,1,1
0,1,1,0,0,2661.0,2661.0,279.0,180.0,1.0,0,1
0,0,0,1,1,16250.0,16250.0,192.0,360.0,0.0,2,0
1,0,3,1,0,3083.0,3083.0,255.0,360.0,1.0,1,1
0,0,0,0,0,6045.0,6045.0,115.0,360.0,0.0,1,0
0,1,3,1,0,5250.0,5250.0,94.0,360.0,1.0,2,0
0,1,0,1,0,14683.0,14683.0,304.0,360.0,1.0,1,0
0,0,0,1,0,2060.0,2060.0,134.0,360.0,1.0,0,1
1,0,1,1,0,3481.0,3481.0,155.0,36.0,1.0,0,0
1,0,0,1,0,7200.0,7200.0,120.0,360.0,1.0,1,1
0,0,0,1,1,5166.0,5166.0,128.0,360.0,1.0,0,1
0,0,0,1,0,4095.0,4095.0,151.0,360.0,1.0,1,1
0,1,2,1,0,4708.0,4708.0,150.0,360.0,1.0,0,1
0,1,3,1,0,4333.0,4333.0,160.0,360.0,0.0,2,1
1,0,1,1,0,2876.0,2876.0,90.0,360.0,1.0,2,1
1,0,0,1,0,3237.0,3237.0,30.0,360.0,1.0,2,1
0,1,0,1,0,11146.0,11146.0,136.0,360.0,1.0,2,1
0,0,0,1,0,2833.0,2833.0,126.0,360.0,1.0,1,1
0,1,0,1,0,2620.0,2620.0,150.0,360.0,1.0,0,1
0,1,2,1,0,3900.0,3900.0,90.0,360.0,1.0,0,1
0,1,1,1,0,2750.0,2750.0,115.0,360.0,1.0,0,1
0,1,0,1,0,3993.0,3993.0,207.0,360.0,1.0,0,1
0,1,0,1,0,3103.0,3103.0,80.0,360.0,1.0,2,1
0,1,0,1,0,14583.0,14583.0,386.00819012222600,360.0,1.0,0,1
0,0,1,0,1,4053.0,4053.0,158.0,360.0,0.0,2,0
0,1,0,1,0,3927.0,3927.0,112.0,360.0,1.0,0,1
0,1,2,1,0,2301.0,2301.0,78.0,180.0,1.0,2,1
1,0,0,1,0,1811.0,1811.0,54.0,360.0,1.0,2,1
0,0,0,1,0,3158.0,3158.0,89.0,360.0,1.0,1,1
1,0,0,1,1,2600.0,2600.0,99.0,300.0,1.0,0,0
0,1,0,1,0,3704.0,3704.0,120.0,360.0,1.0,1,1
1,0,0,1,0,4124.0,4124.0,115.0,360.0,1.0,0,1
0,0,0,1,0,9508.0,9508.0,187.0,360.0,1.0,1,1
0,1,0,1,0,3075.0,3075.0,139.0,360.0,1.0,1,1
0,1,2,1,0,4400.0,4400.0,127.0,360.0,0.0,0,0
0,1,2,1,0,3153.0,3153.0,134.0,360.0,1.0,2,1
0,1,0,1,0,2383.0,2383.0,172.0,360.0,1.0,0,1
0,1,1,1,0,6875.0,6875.0,200.0,360.0,1.0,0,1
1,1,1,1,0,4666.0,4666.0,135.0,360.0,1.0,2,1
1,0,0,1,0,5000.0,5000.0,151.0,480.0,1.0,1,0
0,1,1,1,0,2014.0,2014.0,113.0,360.0,1.0,2,0
0,1,0,0,0,1800.0,1800.0,93.0,360.0,0.0,2,0
1,0,0,1,0,5000.0,5000.0,132.0,360.0,1.0,1,1
0,1,1,1,0,1625.0,1625.0,96.0,360.0,1.0,2,1
0,0,0,1,0,4000.0,4000.0,140.0,360.0,1.0,1,1
1,0,0,1,0,3762.0,3762.0,135.0,360.0,1.0,1,1
1,0,0,1,0,2400.0,2400.0,104.0,360.0,0.0,2,0
0,0,0,1,0,20233.0,20233.0,386.00819012222600,360.0,1.0,1,0
1,0,0,1,0,2917.0,2917.0,84.0,360.0,1.0,0,1
0,0,0,0,0,2927.0,2927.0,111.0,360.0,1.0,0,1
1,0,0,1,0,2507.0,2507.0,56.0,360.0,1.0,1,1
0,1,1,0,0,3399.0,3399.0,111.0,180.0,1.0,2,1
0,1,2,1,0,3717.0,3717.0,120.0,360.0,1.0,0,1
0,1,1,1,1,10000.0,10000.0,155.0,360.0,1.0,1,0
0,1,0,1,0,2400.0,2400.0,115.0,360.0,1.0,0,1
0,1,3,1,0,4342.0,4342.0,124.0,360.0,1.0,0,1
0,1,3,1,0,15000.0,15000.0,300.0,360.0,1.0,1,1
0,1,1,1,1,8666.0,8666.0,376.0,360.0,0.0,1,0
0,0,0,1,0,4917.0,4917.0,130.0,360.0,0.0,1,1
0,1,0,1,1,5818.0,5818.0,184.0,360.0,1.0,0,1
1,1,0,1,0,4333.0,4333.0,110.0,360.0,1.0,2,0
1,0,0,1,0,2500.0,2500.0,67.0,360.0,1.0,2,1
0,0,1,1,0,4384.0,4384.0,117.0,360.0,1.0,2,1
0,0,0,1,0,2935.0,2935.0,98.0,360.0,1.0,0,1
0,1,2,1,1,2500.0,2500.0,176.0,360.0,1.0,1,1
1,0,0,1,0,4160.0,4160.0,71.0,360.0,1.0,0,1
0,1,3,0,0,2647.0,2647.0,173.0,360.0,1.0,1,0
1,0,0,1,0,2378.0,2378.0,46.0,360.0,1.0,1,0
0,1,1,0,0,4554.0,4554.0,158.0,360.0,1.0,2,1
0,1,3,0,0,3173.0,3173.0,74.0,360.0,1.0,0,1
0,1,0,1,0,2499.0,2499.0,160.0,360.0,1.0,0,1
0,1,2,0,0,3083.0,3083.0,126.0,360.0,1.0,2,1
0,1,0,1,0,2625.0,2625.0,187.0,360.0,1.0,1,1
0,1,0,1,0,9083.0,9083.0,228.0,360.0,1.0,0,1
0,0,0,1,0,8750.0,8750.0,308.0,360.0,1.0,1,0
0,1,3,1,0,2666.0,2666.0,95.0,360.0,1.0,1,1
1,1,0,1,1,5500.0,5500.0,105.0,360.0,0.0,1,0
1,1,0,1,0,2423.0,2423.0,130.0,360.0,1.0,0,1
0,1,2,1,0,8333.0,8333.0,165.0,360.0,1.0,1,1
0,1,1,1,0,3875.0,3875.0,67.0,360.0,1.0,2,0
0,1,0,0,0,3000.0,3000.0,100.0,480.0,0.0,2,0
0,1,3,1,0,5167.0,5167.0,200.0,360.0,1.0,0,1
1,0,1,1,0,4723.0,4723.0,81.0,360.0,1.0,0,0
0,1,2,1,0,5000.0,5000.0,236.0,360.0,1.0,0,1
0,1,0,1,0,4750.0,4750.0,130.0,360.0,1.0,2,1
0,0,0,1,1,6822.0,6822.0,141.0,360.0,1.0,1,1
0,0,0,0,0,6216.0,6216.0,133.0,360.0,1.0,1,0
0,0,0,1,0,2500.0,2500.0,96.0,480.0,1.0,0,0
0,1,1,1,0,6325.0,6325.0,175.0,360.0,1.0,0,1
0,1,0,1,0,19730.0,19730.0,386.00819012222600,360.0,1.0,1,0
1,0,0,1,1,15759.0,15759.0,55.0,360.0,1.0,0,1
0,1,2,1,0,5185.0,5185.0,155.0,360.0,1.0,0,1
0,1,2,1,1,9323.0,9323.0,380.0,300.0,1.0,1,1
0,0,1,1,0,3062.0,3062.0,111.0,180.0,0.0,2,0
0,1,0,1,0,4817.0,4817.0,120.0,180.0,1.0,2,1
0,1,3,1,0,8750.0,8750.0,130.0,360.0,1.0,1,1
0,0,0,1,0,3069.0,3069.0,71.0,480.0,1.0,2,0
0,1,2,1,0,5391.0,5391.0,130.0,360.0,1.0,2,1
0,0,0,1,0,5941.0,5941.0,296.0,360.0,1.0,0,1
1,0,0,1,0,6000.0,6000.0,156.0,360.0,1.0,2,1
0,0,0,1,1,7167.0,7167.0,128.0,360.0,1.0,2,1
0,1,2,1,0,4566.0,4566.0,100.0,360.0,1.0,2,0
0,0,0,0,0,2346.0,2346.0,132.0,360.0,1.0,0,1
0,1,0,1,0,2333.0,2333.0,136.0,360.0,1.0,2,1
0,1,0,1,0,5488.0,5488.0,125.0,360.0,1.0,1,1
0,0,3,1,0,9167.0,9167.0,185.0,360.0,1.0,1,1
0,1,3,1,0,9504.0,9504.0,275.0,360.0,1.0,1,1
0,1,2,0,0,1993.0,1993.0,113.0,180.0,1.0,0,1
0,1,2,1,0,3100.0,3100.0,113.0,360.0,1.0,2,1
1,0,0,1,0,3180.0,3180.0,71.0,360.0,0.0,2,0
0,1,0,1,0,3033.0,3033.0,95.0,360.0,1.0,2,1
0,0,0,0,0,3902.0,3902.0,109.0,360.0,1.0,1,1
1,0,0,1,0,1500.0,1500.0,103.0,360.0,0.0,0,0
0,1,2,0,0,2889.0,2889.0,45.0,180.0,0.0,2,0
0,0,0,0,0,2755.0,2755.0,65.0,300.0,1.0,1,0
0,0,0,1,0,2500.0,2500.0,103.0,360.0,1.0,0,1
1,0,0,0,0,1963.0,1963.0,53.0,360.0,1.0,0,1
1,0,0,1,1,7441.0,7441.0,194.0,360.0,1.0,1,0
1,0,0,1,0,4547.0,4547.0,115.0,360.0,1.0,0,1
0,1,0,0,0,2167.0,2167.0,115.0,360.0,1.0,2,1
1,0,0,0,0,2213.0,2213.0,66.0,360.0,1.0,1,1
0,1,1,1,0,8300.0,8300.0,152.0,300.0,0.0,0,0
0,1,3,1,0,22351.262481573700,22351.262481573700,360.0,360.0,0.0,1,0
1,0,1,0,1,3867.0,3867.0,62.0,360.0,1.0,0,0
0,1,0,0,0,6096.0,6096.0,218.0,360.0,0.0,1,0
0,1,0,0,0,2253.0,2253.0,110.0,360.0,1.0,1,1
1,1,0,0,0,2149.0,2149.0,178.0,360.0,0.0,0,0
1,0,0,1,0,2995.0,2995.0,60.0,360.0,1.0,2,1
1,0,1,1,0,2600.0,2600.0,160.0,360.0,1.0,2,0
0,1,2,1,1,1600.0,1600.0,239.0,360.0,1.0,2,0
0,1,0,1,0,1025.0,1025.0,112.0,360.0,1.0,1,1
0,1,0,1,0,3246.0,3246.0,138.0,360.0,1.0,0,1
0,1,0,1,0,5829.0,5829.0,138.0,360.0,1.0,1,1
0,1,0,1,0,1820.0,1820.0,100.0,360.0,1.0,2,1
0,1,0,1,0,14880.0,14880.0,96.0,360.0,1.0,0,1
0,1,0,1,0,2666.0,2666.0,121.0,360.0,1.0,1,1
1,0,1,0,0,4606.0,4606.0,81.0,360.0,1.0,1,0
0,1,2,1,0,5935.0,5935.0,133.0,360.0,1.0,0,1
0,1,0,1,0,2920.0,2920.0,87.0,360.0,1.0,1,1
0,0,0,0,0,2717.0,2717.0,60.0,180.0,1.0,2,1
1,0,1,1,1,8624.0,8624.0,150.0,360.0,1.0,0,1
0,0,0,1,0,6500.0,6500.0,105.0,360.0,0.0,1,0
0,1,0,1,0,2425.0,2425.0,143.0,360.0,1.0,0,1
0,0,0,1,0,3750.0,3750.0,100.0,360.0,1.0,2,1
0,0,0,1,0,1926.0,1926.0,50.0,360.0,1.0,0,1
0,0,0,1,1,10416.0,10416.0,187.0,360.0,0.0,2,0
1,1,0,0,1,7142.0,7142.0,138.0,360.0,1.0,1,1
0,0,0,1,0,3660.0,3660.0,187.0,360.0,1.0,0,1
0,1,0,1,0,7901.0,7901.0,180.0,360.0,1.0,1,1
0,0,3,0,0,4707.0,4707.0,148.0,360.0,1.0,0,1
0,0,1,1,0,22351.262481573700,22351.262481573700,152.0,360.0,1.0,0,1
0,1,1,1,1,3466.0,3466.0,130.0,360.0,1.0,1,1
0,1,2,0,0,4652.0,4652.0,110.0,360.0,1.0,1,1
0,1,2,1,0,3340.0,3340.0,150.0,360.0,0.0,1,0
0,1,2,0,0,2309.0,2309.0,125.0,360.0,0.0,1,0
0,1,0,1,0,3948.0,3948.0,149.0,360.0,0.0,1,0
0,1,0,1,0,2483.0,2483.0,90.0,180.0,0.0,1,1
0,0,0,1,1,7085.0,7085.0,84.0,360.0,1.0,0,1
0,1,2,1,0,3859.0,3859.0,96.0,360.0,1.0,0,1
0,1,0,1,0,4301.0,4301.0,118.0,360.0,1.0,2,1
0,1,0,1,0,3708.0,3708.0,173.0,360.0,1.0,2,0
0,0,2,1,0,4354.0,4354.0,136.0,360.0,1.0,1,1
0,1,0,1,0,8334.0,8334.0,160.0,360.0,1.0,0,0
0,1,3,1,0,7740.0,7740.0,128.0,180.0,1.0,2,1
0,1,0,1,0,3015.0,3015.0,153.0,360.0,1.0,1,1
0,0,0,1,0,4166.0,4166.0,98.0,360.0,0.0,0,0
0,0,0,1,0,6000.0,6000.0,140.0,360.0,1.0,1,1
0,1,3,0,0,2947.0,2947.0,70.0,180.0,0.0,2,0
0,1,0,1,0,4333.0,4333.0,110.0,360.0,1.0,2,0
0,1,1,1,1,3450.0,3450.0,162.0,360.0,1.0,0,1
0,1,1,0,0,2653.0,2653.0,113.0,180.0,0.0,1,0
0,1,3,1,0,4691.0,4691.0,100.0,360.0,1.0,0,1
0,0,2,1,0,5532.0,5532.0,162.0,360.0,1.0,1,1
0,1,2,1,1,16525.0,16525.0,150.0,360.0,1.0,1,1
0,1,2,1,0,6700.0,6700.0,230.0,300.0,1.0,0,1
0,1,1,1,1,16667.0,16667.0,86.0,360.0,1.0,0,1
1,0,0,0,0,4350.0,4350.0,154.0,360.0,1.0,1,1
0,1,3,0,0,3095.0,3095.0,113.0,360.0,1.0,1,1
0,1,0,1,0,2083.0,2083.0,128.0,360.0,1.0,0,1
0,1,0,1,0,10833.0,10833.0,234.0,360.0,1.0,0,1
0,1,2,1,0,8333.0,8333.0,246.0,360.0,1.0,0,1
0,1,1,0,0,1958.0,1958.0,131.0,360.0,1.0,1,1
0,0,2,1,0,3547.0,3547.0,80.0,360.0,0.0,1,0
0,1,1,1,0,18333.0,18333.0,386.00819012222600,360.0,1.0,2,0
0,1,2,1,1,4583.0,4583.0,160.0,360.0,1.0,0,1
